[2026-07-09 16:07:07] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 12 | Sell Order: 9 | Price: ₹608.12 | Qty: 12 | Total: ₹7297.44
[2026-07-11 00:44:13] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 9166 | Sell Order: 10448 | Price: ₹1570.96 | Qty: 1 | Total: ₹1570.96
[2026-07-11 00:44:17] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 10451 | Sell Order: 10437 | Price: ₹1045.29 | Qty: 1 | Total: ₹1045.29
[2026-07-11 00:44:21] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 1165 | Sell Order: 10456 | Price: ₹1040.25 | Qty: 9 | Total: ₹9362.25
[2026-07-11 00:44:21] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 7276 | Sell Order: 10456 | Price: ₹1040.22 | Qty: 3 | Total: ₹3120.66
[2026-07-11 00:44:22] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 9166 | Sell Order: 10457 | Price: ₹1570.96 | Qty: 5 | Total: ₹7854.80
[2026-07-11 00:44:22] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 10371 | Sell Order: 10457 | Price: ₹1570.79 | Qty: 1 | Total: ₹1570.79
[2026-07-11 00:44:22] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 9549 | Sell Order: 10457 | Price: ₹1570.75 | Qty: 6 | Total: ₹9424.50
[2026-07-11 00:44:23] TRADE MATCHED: Ticker: TCS | Buy Order: 10458 | Sell Order: 10384 | Price: ₹3143.70 | Qty: 4 | Total: ₹12574.80
[2026-07-11 00:44:26] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 9549 | Sell Order: 10459 | Price: ₹1570.75 | Qty: 5 | Total: ₹7853.75
[2026-07-11 00:44:26] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 10461 | Sell Order: 10437 | Price: ₹1045.29 | Qty: 3 | Total: ₹3135.87
[2026-07-11 00:44:26] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 10461 | Sell Order: 10380 | Price: ₹1048.69 | Qty: 4 | Total: ₹4194.76
[2026-07-11 00:44:28] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 9549 | Sell Order: 10462 | Price: ₹1570.75 | Qty: 1 | Total: ₹1570.75
[2026-07-11 00:44:28] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 10426 | Sell Order: 10462 | Price: ₹1570.00 | Qty: 2 | Total: ₹3140.00
[2026-07-11 00:44:30] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 10463 | Sell Order: 10454 | Price: ₹1572.14 | Qty: 1 | Total: ₹1572.14
[2026-07-11 00:44:30] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 10463 | Sell Order: 10395 | Price: ₹1573.47 | Qty: 8 | Total: ₹12587.76
[2026-07-11 00:44:30] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 10464 | Sell Order: 10380 | Price: ₹1048.69 | Qty: 4 | Total: ₹4194.76
[2026-07-11 00:44:31] TRADE MATCHED: Ticker: RELIANCE | Buy Order: 10435 | Sell Order: 10465 | Price: ₹2271.01 | Qty: 2 | Total: ₹4542.02
[2026-07-11 00:44:35] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 10368 | Sell Order: 10468 | Price: ₹642.47 | Qty: 8 | Total: ₹5139.76
[2026-07-11 00:44:40] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 10472 | Sell Order: 10380 | Price: ₹1048.69 | Qty: 4 | Total: ₹4194.76
[2026-07-11 00:44:41] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 10472 | Sell Order: 9902 | Price: ₹1052.98 | Qty: 3 | Total: ₹3158.94
[2026-07-11 00:44:44] TRADE MATCHED: Ticker: TCS | Buy Order: 10475 | Sell Order: 10384 | Price: ₹3143.70 | Qty: 2 | Total: ₹6287.40
[2026-07-11 00:44:44] TRADE MATCHED: Ticker: TCS | Buy Order: 10475 | Sell Order: 10407 | Price: ₹3146.84 | Qty: 8 | Total: ₹25174.72
[2026-07-11 00:44:45] TRADE MATCHED: Ticker: TCS | Buy Order: 10475 | Sell Order: 9999 | Price: ₹3178.46 | Qty: 1 | Total: ₹3178.46
[2026-07-11 00:44:46] TRADE MATCHED: Ticker: RELIANCE | Buy Order: 10476 | Sell Order: 10465 | Price: ₹2259.79 | Qty: 7 | Total: ₹15818.53
[2026-07-11 00:44:47] TRADE MATCHED: Ticker: RELIANCE | Buy Order: 10477 | Sell Order: 10465 | Price: ₹2259.79 | Qty: 3 | Total: ₹6779.37
[2026-07-11 00:44:53] TRADE MATCHED: Ticker: RELIANCE | Buy Order: 9528 | Sell Order: 10481 | Price: ₹2251.15 | Qty: 4 | Total: ₹9004.60
[2026-07-11 00:44:55] TRADE MATCHED: Ticker: RELIANCE | Buy Order: 10482 | Sell Order: 10483 | Price: ₹2262.29 | Qty: 1 | Total: ₹2262.29
[2026-07-11 00:44:57] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 10485 | Sell Order: 10478 | Price: ₹1042.50 | Qty: 11 | Total: ₹11467.50
[2026-07-11 00:44:57] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 10485 | Sell Order: 9902 | Price: ₹1052.98 | Qty: 1 | Total: ₹1052.98
[2026-07-11 00:44:57] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 10370 | Sell Order: 10486 | Price: ₹1569.69 | Qty: 1 | Total: ₹1569.69
[2026-07-11 00:44:57] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 9781 | Sell Order: 10486 | Price: ₹1569.40 | Qty: 1 | Total: ₹1569.40
[2026-07-11 00:44:57] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 10088 | Sell Order: 10486 | Price: ₹1569.33 | Qty: 9 | Total: ₹14123.97
[2026-07-11 00:45:01] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 10489 | Sell Order: 9902 | Price: ₹1052.98 | Qty: 1 | Total: ₹1052.98
[2026-07-11 00:45:01] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 10489 | Sell Order: 10118 | Price: ₹1053.22 | Qty: 4 | Total: ₹4212.88
[2026-07-11 00:45:01] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 10489 | Sell Order: 9841 | Price: ₹1053.56 | Qty: 6 | Total: ₹6321.36
[2026-07-11 00:45:11] TRADE MATCHED: Ticker: RELIANCE | Buy Order: 10497 | Sell Order: 10449 | Price: ₹2272.15 | Qty: 12 | Total: ₹27265.80
[2026-07-11 00:45:11] TRADE MATCHED: Ticker: RELIANCE | Buy Order: 10497 | Sell Order: 10020 | Price: ₹2277.10 | Qty: 1 | Total: ₹2277.10
[2026-07-11 00:45:14] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 10088 | Sell Order: 10499 | Price: ₹1569.33 | Qty: 4 | Total: ₹6277.32
[2026-07-11 00:45:15] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 9602 | Sell Order: 10499 | Price: ₹1569.04 | Qty: 4 | Total: ₹6276.16
[2026-07-11 00:45:19] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 10502 | Sell Order: 10467 | Price: ₹1572.96 | Qty: 5 | Total: ₹7864.80
[2026-07-11 00:45:19] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 10502 | Sell Order: 10396 | Price: ₹1574.77 | Qty: 2 | Total: ₹3149.54
[2026-07-11 00:45:19] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 10502 | Sell Order: 10418 | Price: ₹1580.81 | Qty: 1 | Total: ₹1580.81
[2026-07-11 00:45:23] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 10505 | Sell Order: 10418 | Price: ₹1580.81 | Qty: 7 | Total: ₹11065.67
[2026-07-11 00:45:23] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 10505 | Sell Order: 10474 | Price: ₹1585.11 | Qty: 8 | Total: ₹12680.88
[2026-07-11 00:45:25] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 10506 | Sell Order: 10495 | Price: ₹1052.18 | Qty: 3 | Total: ₹3156.54
[2026-07-11 00:45:29] TRADE MATCHED: Ticker: RELIANCE | Buy Order: 10512 | Sell Order: 10020 | Price: ₹2277.10 | Qty: 5 | Total: ₹11385.50
[2026-07-11 00:45:31] TRADE MATCHED: Ticker: TCS | Buy Order: 10514 | Sell Order: 10491 | Price: ₹3140.13 | Qty: 9 | Total: ₹28261.17
[2026-07-11 00:45:31] TRADE MATCHED: Ticker: TCS | Buy Order: 10514 | Sell Order: 10503 | Price: ₹3149.09 | Qty: 1 | Total: ₹3149.09
[2026-07-11 00:45:31] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 10513 | Sell Order: 10509 | Price: ₹1579.60 | Qty: 3 | Total: ₹4738.80
[2026-07-11 00:45:33] TRADE MATCHED: Ticker: TCS | Buy Order: 10515 | Sell Order: 10503 | Price: ₹3149.09 | Qty: 1 | Total: ₹3149.09
[2026-07-11 00:45:44] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 10525 | Sell Order: 10440 | Price: ₹644.39 | Qty: 8 | Total: ₹5155.12
[2026-07-11 00:45:49] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 10529 | Sell Order: 10440 | Price: ₹644.39 | Qty: 1 | Total: ₹644.39
[2026-07-11 00:45:50] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 10530 | Sell Order: 10524 | Price: ₹1045.99 | Qty: 1 | Total: ₹1045.99
[2026-07-11 00:45:54] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 10473 | Sell Order: 10532 | Price: ₹643.75 | Qty: 10 | Total: ₹6437.50
[2026-07-11 00:45:54] TRADE MATCHED: Ticker: TCS | Buy Order: 10533 | Sell Order: 10487 | Price: ₹3163.52 | Qty: 7 | Total: ₹22144.64
[2026-07-11 00:45:54] TRADE MATCHED: Ticker: TCS | Buy Order: 10533 | Sell Order: 10500 | Price: ₹3167.95 | Qty: 6 | Total: ₹19007.70
[2026-07-11 00:45:58] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 10473 | Sell Order: 10535 | Price: ₹643.75 | Qty: 3 | Total: ₹1931.25
[2026-07-11 00:45:59] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 10368 | Sell Order: 10535 | Price: ₹642.47 | Qty: 1 | Total: ₹642.47
[2026-07-11 00:45:59] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 10365 | Sell Order: 10535 | Price: ₹642.40 | Qty: 4 | Total: ₹2569.60
[2026-07-11 00:46:05] TRADE MATCHED: Ticker: RELIANCE | Buy Order: 10540 | Sell Order: 10536 | Price: ₹2263.00 | Qty: 8 | Total: ₹18104.00
[2026-07-11 00:46:05] TRADE MATCHED: Ticker: RELIANCE | Buy Order: 10540 | Sell Order: 10020 | Price: ₹2277.10 | Qty: 5 | Total: ₹11385.50
[2026-07-11 00:46:05] TRADE MATCHED: Ticker: RELIANCE | Buy Order: 10540 | Sell Order: 10427 | Price: ₹2278.93 | Qty: 2 | Total: ₹4557.86
[2026-07-11 00:46:09] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 10543 | Sell Order: 10509 | Price: ₹1579.60 | Qty: 3 | Total: ₹4738.80
[2026-07-11 00:46:11] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 9602 | Sell Order: 10545 | Price: ₹1569.04 | Qty: 5 | Total: ₹7845.20
[2026-07-11 00:46:14] TRADE MATCHED: Ticker: TCS | Buy Order: 8809 | Sell Order: 10548 | Price: ₹3129.35 | Qty: 5 | Total: ₹15646.75
[2026-07-11 00:46:14] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 9602 | Sell Order: 10549 | Price: ₹1569.04 | Qty: 6 | Total: ₹9414.24
[2026-07-11 00:46:14] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 9945 | Sell Order: 10549 | Price: ₹1568.87 | Qty: 7 | Total: ₹10982.09
[2026-07-11 00:46:17] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 10552 | Sell Order: 10440 | Price: ₹644.39 | Qty: 5 | Total: ₹3221.95
[2026-07-11 00:46:17] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 10552 | Sell Order: 10531 | Price: ₹644.43 | Qty: 1 | Total: ₹644.43
[2026-07-11 00:46:17] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 10552 | Sell Order: 10455 | Price: ₹644.82 | Qty: 4 | Total: ₹2579.28
[2026-07-11 00:46:24] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 10556 | Sell Order: 10455 | Price: ₹644.82 | Qty: 10 | Total: ₹6448.20
[2026-07-11 00:46:24] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 10556 | Sell Order: 10557 | Price: ₹648.88 | Qty: 3 | Total: ₹1946.64
[2026-07-11 00:46:26] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 10559 | Sell Order: 10495 | Price: ₹1052.18 | Qty: 2 | Total: ₹2104.36
[2026-07-11 00:46:28] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 10560 | Sell Order: 10557 | Price: ₹646.49 | Qty: 10 | Total: ₹6464.90
[2026-07-11 00:46:28] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 10558 | Sell Order: 10561 | Price: ₹1049.85 | Qty: 1 | Total: ₹1049.85
[2026-07-11 00:46:29] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 10555 | Sell Order: 10561 | Price: ₹1044.51 | Qty: 5 | Total: ₹5222.55
[2026-07-11 00:46:31] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 10562 | Sell Order: 10495 | Price: ₹1052.18 | Qty: 1 | Total: ₹1052.18
[2026-07-11 00:46:33] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 9945 | Sell Order: 10565 | Price: ₹1568.87 | Qty: 6 | Total: ₹9413.22
[2026-07-11 00:46:34] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 10203 | Sell Order: 10565 | Price: ₹1566.84 | Qty: 8 | Total: ₹12534.72
[2026-07-11 00:46:37] TRADE MATCHED: Ticker: TCS | Buy Order: 10566 | Sell Order: 10541 | Price: ₹3147.33 | Qty: 4 | Total: ₹12589.32
[2026-07-11 00:46:37] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 10567 | Sell Order: 10563 | Price: ₹1049.62 | Qty: 8 | Total: ₹8396.96
[2026-07-11 00:46:38] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 10567 | Sell Order: 10495 | Price: ₹1052.18 | Qty: 3 | Total: ₹3156.54
[2026-07-11 00:46:38] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 10555 | Sell Order: 10568 | Price: ₹1044.51 | Qty: 1 | Total: ₹1044.51
[2026-07-11 00:46:40] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 10555 | Sell Order: 10569 | Price: ₹1044.51 | Qty: 5 | Total: ₹5222.55
[2026-07-11 00:46:47] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 10365 | Sell Order: 10575 | Price: ₹642.40 | Qty: 4 | Total: ₹2569.60
[2026-07-11 00:46:52] TRADE MATCHED: Ticker: RELIANCE | Buy Order: 10578 | Sell Order: 10544 | Price: ₹2275.83 | Qty: 3 | Total: ₹6827.49
[2026-07-11 00:46:55] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 10555 | Sell Order: 10582 | Price: ₹1044.51 | Qty: 1 | Total: ₹1044.51
[2026-07-11 00:46:55] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 7276 | Sell Order: 10582 | Price: ₹1040.22 | Qty: 3 | Total: ₹3120.66
[2026-07-11 00:46:55] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 9656 | Sell Order: 10582 | Price: ₹1040.13 | Qty: 7 | Total: ₹7280.91
[2026-07-11 00:46:57] TRADE MATCHED: Ticker: TCS | Buy Order: 10584 | Sell Order: 10542 | Price: ₹3165.22 | Qty: 9 | Total: ₹28486.98
[2026-07-11 00:46:57] TRADE MATCHED: Ticker: TCS | Buy Order: 10584 | Sell Order: 10571 | Price: ₹3167.55 | Qty: 2 | Total: ₹6335.10
[2026-07-11 00:47:05] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 10586 | Sell Order: 10591 | Price: ₹1575.53 | Qty: 5 | Total: ₹7877.65
[2026-07-11 00:47:08] TRADE MATCHED: Ticker: TCS | Buy Order: 10566 | Sell Order: 10594 | Price: ₹3151.60 | Qty: 2 | Total: ₹6303.20
[2026-07-11 00:47:09] TRADE MATCHED: Ticker: RELIANCE | Buy Order: 10588 | Sell Order: 10595 | Price: ₹2265.77 | Qty: 1 | Total: ₹2265.77
[2026-07-11 00:47:09] TRADE MATCHED: Ticker: RELIANCE | Buy Order: 10547 | Sell Order: 10595 | Price: ₹2263.69 | Qty: 11 | Total: ₹24900.59
[2026-07-11 00:47:11] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 10577 | Sell Order: 10596 | Price: ₹645.05 | Qty: 4 | Total: ₹2580.20
[2026-07-11 00:47:12] TRADE MATCHED: Ticker: RELIANCE | Buy Order: 10482 | Sell Order: 10597 | Price: ₹2262.29 | Qty: 8 | Total: ₹18098.32
[2026-07-11 00:47:12] TRADE MATCHED: Ticker: RELIANCE | Buy Order: 10592 | Sell Order: 10597 | Price: ₹2256.01 | Qty: 2 | Total: ₹4512.02
[2026-07-11 00:47:13] TRADE MATCHED: Ticker: TCS | Buy Order: 10598 | Sell Order: 10594 | Price: ₹3151.28 | Qty: 3 | Total: ₹9453.84
[2026-07-11 00:47:17] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 10577 | Sell Order: 10603 | Price: ₹645.05 | Qty: 5 | Total: ₹3225.25
[2026-07-11 00:47:20] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 9656 | Sell Order: 10605 | Price: ₹1040.13 | Qty: 2 | Total: ₹2080.26
[2026-07-11 00:47:23] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 10608 | Sell Order: 10557 | Price: ₹646.49 | Qty: 1 | Total: ₹646.49
[2026-07-11 00:47:25] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 10609 | Sell Order: 10604 | Price: ₹1043.93 | Qty: 10 | Total: ₹10439.30
[2026-07-11 00:47:25] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 10609 | Sell Order: 10590 | Price: ₹1047.64 | Qty: 3 | Total: ₹3142.92
[2026-07-11 00:47:25] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 10610 | Sell Order: 10606 | Price: ₹1569.78 | Qty: 9 | Total: ₹14128.02
[2026-07-11 00:47:27] TRADE MATCHED: Ticker: RELIANCE | Buy Order: 10592 | Sell Order: 10611 | Price: ₹2256.01 | Qty: 10 | Total: ₹22560.10
[2026-07-11 00:47:27] TRADE MATCHED: Ticker: RELIANCE | Buy Order: 9266 | Sell Order: 10611 | Price: ₹2250.97 | Qty: 4 | Total: ₹9003.88
[2026-07-11 00:47:30] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 10203 | Sell Order: 10613 | Price: ₹1566.84 | Qty: 6 | Total: ₹9401.04
[2026-07-11 00:47:30] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 10160 | Sell Order: 10613 | Price: ₹1566.04 | Qty: 1 | Total: ₹1566.04
[2026-07-11 00:47:30] TRADE MATCHED: Ticker: TCS | Buy Order: 10614 | Sell Order: 10594 | Price: ₹3151.28 | Qty: 2 | Total: ₹6302.56
[2026-07-11 00:47:37] TRADE MATCHED: Ticker: TCS | Buy Order: 10570 | Sell Order: 10619 | Price: ₹3147.01 | Qty: 7 | Total: ₹22029.07
[2026-07-11 00:47:37] TRADE MATCHED: Ticker: TCS | Buy Order: 10573 | Sell Order: 10619 | Price: ₹3129.66 | Qty: 6 | Total: ₹18777.96
[2026-07-11 00:47:39] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 10621 | Sell Order: 10557 | Price: ₹646.49 | Qty: 1 | Total: ₹646.49
[2026-07-11 00:47:39] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 10621 | Sell Order: 10554 | Price: ₹646.80 | Qty: 7 | Total: ₹4527.60
[2026-07-11 00:47:41] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 10577 | Sell Order: 10622 | Price: ₹645.05 | Qty: 1 | Total: ₹645.05
[2026-07-11 00:47:41] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 10160 | Sell Order: 10623 | Price: ₹1566.04 | Qty: 5 | Total: ₹7830.20
[2026-07-11 00:47:41] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 10602 | Sell Order: 10623 | Price: ₹1565.99 | Qty: 2 | Total: ₹3131.98
[2026-07-11 00:47:41] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 10098 | Sell Order: 10623 | Price: ₹1565.94 | Qty: 4 | Total: ₹6263.76
[2026-07-11 00:47:41] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 10065 | Sell Order: 10623 | Price: ₹1565.73 | Qty: 1 | Total: ₹1565.73
[2026-07-11 00:47:43] TRADE MATCHED: Ticker: TCS | Buy Order: 10573 | Sell Order: 10624 | Price: ₹3129.66 | Qty: 4 | Total: ₹12518.64
[2026-07-11 00:47:43] TRADE MATCHED: Ticker: TCS | Buy Order: 8809 | Sell Order: 10624 | Price: ₹3129.35 | Qty: 1 | Total: ₹3129.35
[2026-07-11 00:47:46] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 10577 | Sell Order: 10626 | Price: ₹645.05 | Qty: 5 | Total: ₹3225.25
[2026-07-11 00:47:46] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 10612 | Sell Order: 10626 | Price: ₹644.89 | Qty: 2 | Total: ₹1289.78
[2026-07-11 00:47:46] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 10625 | Sell Order: 10626 | Price: ₹642.50 | Qty: 8 | Total: ₹5140.00
[2026-07-11 00:47:47] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 10065 | Sell Order: 10628 | Price: ₹1565.73 | Qty: 6 | Total: ₹9394.38
[2026-07-11 00:47:48] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 7516 | Sell Order: 10628 | Price: ₹1565.36 | Qty: 4 | Total: ₹6261.44
[2026-07-11 00:47:49] TRADE MATCHED: Ticker: TCS | Buy Order: 10629 | Sell Order: 10594 | Price: ₹3151.28 | Qty: 6 | Total: ₹18907.68
[2026-07-11 00:47:50] TRADE MATCHED: Ticker: TCS | Buy Order: 10629 | Sell Order: 10571 | Price: ₹3167.55 | Qty: 3 | Total: ₹9502.65
[2026-07-11 00:47:53] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 10633 | Sell Order: 10606 | Price: ₹1569.78 | Qty: 2 | Total: ₹3139.56
[2026-07-11 00:47:55] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 10625 | Sell Order: 10634 | Price: ₹642.50 | Qty: 7 | Total: ₹4497.50
[2026-07-11 00:47:56] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 10365 | Sell Order: 10634 | Price: ₹642.40 | Qty: 1 | Total: ₹642.40
[2026-07-11 00:47:56] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 10510 | Sell Order: 10634 | Price: ₹642.28 | Qty: 2 | Total: ₹1284.56
[2026-07-11 00:47:57] TRADE MATCHED: Ticker: RELIANCE | Buy Order: 9266 | Sell Order: 10637 | Price: ₹2250.97 | Qty: 1 | Total: ₹2250.97
[2026-07-11 00:47:58] TRADE MATCHED: Ticker: RELIANCE | Buy Order: 9220 | Sell Order: 10637 | Price: ₹2250.89 | Qty: 3 | Total: ₹6752.67
[2026-07-11 00:47:59] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 10638 | Sell Order: 10606 | Price: ₹1569.78 | Qty: 1 | Total: ₹1569.78
[2026-07-11 00:47:59] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 10638 | Sell Order: 10600 | Price: ₹1571.42 | Qty: 11 | Total: ₹17285.62
[2026-07-11 00:48:02] TRADE MATCHED: Ticker: TCS | Buy Order: 10641 | Sell Order: 10630 | Price: ₹3149.25 | Qty: 4 | Total: ₹12597.00
[2026-07-11 00:48:04] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 7516 | Sell Order: 10643 | Price: ₹1565.36 | Qty: 9 | Total: ₹14088.24
[2026-07-11 00:48:04] TRADE MATCHED: Ticker: RELIANCE | Buy Order: 10644 | Sell Order: 10635 | Price: ₹2257.61 | Qty: 2 | Total: ₹4515.22
[2026-07-11 00:48:05] TRADE MATCHED: Ticker: RELIANCE | Buy Order: 10644 | Sell Order: 10639 | Price: ₹2265.32 | Qty: 9 | Total: ₹20387.88
[2026-07-11 00:48:08] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 10607 | Sell Order: 10647 | Price: ₹1040.20 | Qty: 3 | Total: ₹3120.60
[2026-07-11 00:48:08] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 9656 | Sell Order: 10647 | Price: ₹1040.13 | Qty: 1 | Total: ₹1040.13
[2026-07-11 00:48:09] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 3787 | Sell Order: 10647 | Price: ₹1040.02 | Qty: 3 | Total: ₹3120.06
[2026-07-11 00:48:12] TRADE MATCHED: Ticker: TCS | Buy Order: 8809 | Sell Order: 10651 | Price: ₹3129.35 | Qty: 5 | Total: ₹15646.75
[2026-07-11 00:48:13] TRADE MATCHED: Ticker: TCS | Buy Order: 6001 | Sell Order: 10651 | Price: ₹3129.00 | Qty: 1 | Total: ₹3129.00
[2026-07-11 00:48:18] TRADE MATCHED: Ticker: TCS | Buy Order: 10655 | Sell Order: 10630 | Price: ₹3149.25 | Qty: 11 | Total: ₹34641.75
[2026-07-11 00:48:18] TRADE MATCHED: Ticker: TCS | Buy Order: 10655 | Sell Order: 10632 | Price: ₹3149.55 | Qty: 3 | Total: ₹9448.65
[2026-07-11 00:48:18] TRADE MATCHED: Ticker: TCS | Buy Order: 10655 | Sell Order: 10571 | Price: ₹3167.55 | Qty: 1 | Total: ₹3167.55
[2026-07-11 00:48:21] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 7516 | Sell Order: 10657 | Price: ₹1565.36 | Qty: 2 | Total: ₹3130.72
[2026-07-11 00:48:21] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 9031 | Sell Order: 10657 | Price: ₹1565.36 | Qty: 8 | Total: ₹12522.88
[2026-07-11 00:48:21] TRADE MATCHED: Ticker: TCS | Buy Order: 10658 | Sell Order: 10656 | Price: ₹3163.80 | Qty: 6 | Total: ₹18982.80
[2026-07-11 00:48:22] TRADE MATCHED: Ticker: TCS | Buy Order: 10658 | Sell Order: 10571 | Price: ₹3167.55 | Qty: 6 | Total: ₹19005.30
[2026-07-11 00:48:22] TRADE MATCHED: Ticker: TCS | Buy Order: 10658 | Sell Order: 10500 | Price: ₹3167.95 | Qty: 2 | Total: ₹6335.90
[2026-07-11 00:48:24] TRADE MATCHED: Ticker: RELIANCE | Buy Order: 9220 | Sell Order: 10661 | Price: ₹2250.89 | Qty: 5 | Total: ₹11254.45
[2026-07-11 00:48:24] TRADE MATCHED: Ticker: RELIANCE | Buy Order: 9662 | Sell Order: 10661 | Price: ₹2250.88 | Qty: 4 | Total: ₹9003.52
